Date,Time,Open,High,Low,Close,Volume,PivotPoint,Resistance1,Support1,Resistance2,Support2,Resistance3,Support3
2008.10.17,00:00,2.8029,2.8457,2.785,2.8229,14626,2.8281333333333336,2.868166666666667,2.7632666666666674,2.9330333333333334,2.723233333333334,2.973066666666667,2.6583666666666677
2008.10.20,00:00,2.8392,2.8438,2.7337,2.7651,13025,2.8178666666666667,2.8507333333333333,2.7900333333333336,2.8785666666666665,2.757166666666667,2.911433333333333,2.729333333333334
2008.10.21,00:00,2.765,2.7979,2.7303,2.7383,14165,2.7808666666666664,2.828033333333333,2.717933333333333,2.8909666666666665,2.6707666666666663,2.938133333333333,2.607833333333333
2008.10.22,00:00,2.7386,2.7886,2.7091,2.7309,21206,2.7555,2.7807,2.7131000000000003,2.8230999999999997,2.6879000000000004,2.8482999999999996,2.6455000000000006
2008.10.23,00:00,2.731,2.7837,2.6998,2.7287,17312,2.7428666666666666,2.7766333333333333,2.697133333333333,2.822366666666667,2.663366666666666,2.8561333333333336,2.6176333333333326
2008.10.24,00:00,2.7276,2.8666,2.7146,2.8589,19566,2.7373999999999996,2.774999999999999,2.691099999999999,2.8212999999999995,2.6534999999999997,2.858899999999999,2.6071999999999993
2008.10.27,00:00,2.8348,2.8998,2.8057,2.8681,19059,2.813366666666667,2.912133333333334,2.760133333333334,2.965366666666667,2.661366666666667,3.0641333333333343,2.608133333333334
2008.10.28,00:00,2.8683,2.8716,2.7775,2.7887,19526,2.8578666666666663,2.910033333333333,2.8159333333333327,2.9519666666666664,2.7637666666666663,3.004133333333333,2.7218333333333327
2008.10.29,00:00,2.7889,2.8201,2.7592,2.7971,19616,2.8125999999999998,2.8476999999999997,2.7535999999999996,2.9067,2.7184999999999997,2.9417999999999997,2.6594999999999995
2008.10.30,00:00,2.7968,2.8259,2.7521,2.7794,18007,2.7921333333333336,2.8250666666666673,2.764166666666667,2.8530333333333338,2.7312333333333334,2.8859666666666675,2.703266666666667
2008.10.31,00:00,2.7792,2.8102,2.7475,2.754,18501,2.7857999999999996,2.8194999999999992,2.7456999999999994,2.8595999999999995,2.7119999999999997,2.893299999999999,2.6718999999999995
2008.11.02,00:00,2.746,2.7463,2.7419,2.7419,18,2.770566666666667,2.7936333333333336,2.7309333333333337,2.833266666666667,2.707866666666667,2.8563333333333336,2.6682333333333337
2008.11.03,00:00,2.7418,2.7565,2.6497,2.663,12113,2.7433666666666667,2.7448333333333337,2.7404333333333333,2.747766666666667,2.7389666666666663,2.749233333333334,2.736033333333333
2008.11.04,00:00,2.6632,2.6849,2.6106,2.631,15913,2.6897333333333333,2.7297666666666665,2.6229666666666667,2.796533333333333,2.5829333333333335,2.8365666666666662,2.516166666666667
2008.11.05,00:00,2.6308,2.672,2.6136,2.6645,18301,2.6421666666666663,2.673733333333333,2.599433333333333,2.7164666666666664,2.5678666666666663,2.748033333333333,2.525133333333333
2008.11.06,00:00,2.6646,2.6792,2.6128,2.6574,18339,2.6500333333333335,2.686466666666667,2.6280666666666668,2.7084333333333337,2.5916333333333332,2.7448666666666672,2.5696666666666665
2008.11.07,00:00,2.6578,2.6957,2.6442,2.6442,14580,2.6498,2.6868,2.6204,2.7161999999999997,2.5834,2.7531999999999996,2.5540000000000003
2008.11.09,00:00,2.6446,2.6498,2.6295,2.6314,388,2.6613666666666664,2.6785333333333328,2.627033333333333,2.7128666666666663,2.6098666666666666,2.7300333333333326,2.575533333333333
2008.11.10,00:00,2.6315,2.7018,2.6089,2.6767,14021,2.6369000000000002,2.6443000000000003,2.6240000000000006,2.6572,2.6166000000000005,2.6646,2.603700000000001
2008.11.11,00:00,2.6766,2.7071,2.656,2.689,18519,2.662466666666667,2.7160333333333337,2.623133333333334,2.7553666666666667,2.569566666666667,2.8089333333333335,2.5302333333333342
2008.11.12,00:00,2.6889,2.6932,2.6391,2.6693,22020,2.6840333333333333,2.7120666666666664,2.6609666666666665,2.735133333333333,2.6329333333333333,2.7631666666666663,2.6098666666666666
2008.11.13,00:00,2.6691,2.6941,2.5739,2.5934,28517,2.6672,2.6952999999999996,2.6411999999999995,2.7213,2.6130999999999998,2.7493999999999996,2.5870999999999995
2008.11.14,00:00,2.5931,2.6698,2.5875,2.662,22175,2.6204666666666667,2.6670333333333334,2.5468333333333333,2.740666666666667,2.5002666666666666,2.7872333333333335,2.426633333333333
2008.11.16,00:00,2.6774,2.6793,2.6523,2.6694,536,2.6397666666666666,2.6920333333333333,2.6097333333333332,2.7220666666666666,2.5574666666666666,2.7743333333333333,2.527433333333333
2008.11.17,00:00,2.6698,2.7265,2.6426,2.7207,19672,2.667,2.6816999999999998,2.6546999999999996,2.694,2.6399999999999997,2.7087,2.6276999999999995
2008.11.18,00:00,2.7208,2.7445,2.6981,2.7103,11522,2.6966,2.7506000000000004,2.6667,2.7805000000000004,2.6127,2.8345000000000007,2.5827999999999998
2008.11.19,00:00,2.7107,2.7607,2.7064,2.7556,8557,2.7176333333333336,2.737166666666667,2.690766666666667,2.7640333333333333,2.671233333333334,2.7835666666666667,2.6443666666666674
2008.11.20,00:00,2.7561,2.8389,2.7404,2.8183,25349,2.7409,2.7754,2.7211,2.7952,2.6866,2.8297,2.6668
2008.11.21,00:00,2.8185,2.8513,2.7666,2.7784,22345,2.7992000000000004,2.8580000000000005,2.7595000000000005,2.8977000000000004,2.7007000000000003,2.9565000000000006,2.6610000000000005
2008.11.23,00:00,2.7686,2.7791,2.7677,2.7757,343,2.798766666666667,2.8309333333333337,2.7462333333333335,2.883466666666667,2.7140666666666666,2.915633333333334,2.6615333333333333
2008.11.24,00:00,2.7759,2.8188,2.7532,2.7642,16207,2.7741666666666664,2.780633333333333,2.7692333333333328,2.7855666666666665,2.7627666666666664,2.792033333333333,2.7578333333333327
2008.11.25,00:00,2.7641,2.8568,2.7463,2.8132,13662,2.7787333333333333,2.8042666666666665,2.7386666666666666,2.844333333333333,2.7131333333333334,2.8698666666666663,2.6730666666666667
2008.11.26,00:00,2.8133,2.8255,2.756,2.7832,19502,2.8054333333333332,2.8645666666666663,2.7540666666666667,2.915933333333333,2.6949333333333336,2.975066666666666,2.643566666666667
2008.11.27,00:00,2.7833,2.8129,2.7686,2.7907,11373,2.788233333333333,2.820466666666666,2.750966666666666,2.857733333333333,2.718733333333333,2.889966666666666,2.6814666666666658
2008.11.28,00:00,2.7908,2.8109,2.7798,2.799,14073,2.7907333333333333,2.8128666666666664,2.7685666666666666,2.835033333333333,2.7464333333333335,2.857166666666666,2.724266666666667
2008.11.30,00:00,2.8029,2.8238,2.8029,2.8229,256,2.7965666666666666,2.8133333333333335,2.782233333333333,2.827666666666667,2.7654666666666663,2.844433333333334,2.7511333333333328
2008.12.01,00:00,2.8227,2.853,2.7611,2.8123,12981,2.8165333333333336,2.830166666666667,2.8092666666666672,2.8374333333333333,2.795633333333334,2.8510666666666666,2.7883666666666675
2008.12.02,00:00,2.8122,2.8369,2.7676,2.8015,14555,2.8088,2.8565000000000005,2.7646,2.9007000000000005,2.7169,2.948400000000001,2.6727
2008.12.03,00:00,2.8011,2.8247,2.7606,2.7646,20994,2.8019999999999996,2.8363999999999994,2.7670999999999992,2.8712999999999997,2.7326999999999995,2.9056999999999995,2.697799999999999
2008.12.04,00:00,2.7645,2.7833,2.7069,2.7553,11434,2.7833,2.806,2.7419000000000002,2.8474,2.7192000000000003,2.8701,2.6778000000000004
2008.12.05,00:00,2.755,2.7949,2.7443,2.7521,17195,2.7485,2.7901,2.7137,2.8249,2.6721,2.8665,2.6372999999999998
2008.12.07,00:00,2.7457,2.7458,2.7433,2.7434,48,2.7637666666666667,2.7832333333333334,2.7326333333333332,2.814366666666667,2.7131666666666665,2.8338333333333336,2.682033333333333
2008.12.08,00:00,2.7435,2.7706,2.715,2.7227,21690,2.7441666666666666,2.745033333333333,2.7425333333333333,2.7466666666666666,2.7416666666666667,2.747533333333333,2.7400333333333333
2008.12.09,00:00,2.7226,2.7562,2.712,2.7205,10589,2.7361,2.7572,2.7016,2.7917,2.6805,2.8128,2.646
2008.12.10,00:00,2.7202,2.7365,2.6887,2.723,11104,2.729566666666667,2.7471333333333336,2.7029333333333336,2.773766666666667,2.685366666666667,2.7913333333333337,2.6587333333333336
2008.12.11,00:00,2.7227,2.736,2.6838,2.7247,22199,2.7160666666666664,2.743433333333333,2.695633333333333,2.7638666666666665,2.6682666666666663,2.791233333333333,2.647833333333333
2008.12.12,00:00,2.7245,2.7555,2.7133,2.7289,20620,2.7148333333333334,2.7458666666666667,2.6936666666666667,2.7670333333333335,2.6626333333333334,2.7980666666666667,2.6414666666666666
2008.12.14,00:00,2.7316,2.746,2.7316,2.7446,231,2.7325666666666666,2.7518333333333334,2.709633333333333,2.774766666666667,2.6903666666666664,2.7940333333333336,2.667433333333333
2008.12.15,00:00,2.7445,2.7706,2.7011,2.7657,16339,2.7407333333333335,2.749866666666667,2.735466666666667,2.7551333333333337,2.7263333333333333,2.7642666666666673,2.7210666666666667
2008.12.16,00:00,2.7646,2.7668,2.672,2.6926,16649,2.7458000000000005,2.790500000000001,2.721000000000001,2.8153000000000006,2.6763000000000003,2.860000000000001,2.651500000000001
2008.12.17,00:00,2.6925,2.7003,2.6077,2.6156,28656,2.710466666666667,2.748933333333334,2.654133333333334,2.805266666666667,2.6156666666666673,2.8437333333333337,2.5593333333333343
2008.12.18,00:00,2.6157,2.6309,2.5189,2.5715,22687,2.6412,2.6747,2.5821,2.7338,2.5486,2.7673,2.4895
2008.12.19,00:00,2.5711,2.6176,2.5651,2.5961,20226,2.5737666666666663,2.6286333333333327,2.5166333333333326,2.6857666666666664,2.461766666666666,2.740633333333333,2.4046333333333325
2008.12.21,00:00,2.5972,2.6025,2.5967,2.5974,183,2.5929333333333333,2.6207666666666665,2.5682666666666667,2.645433333333333,2.5404333333333335,2.6732666666666662,2.515766666666667
2008.12.22,00:00,2.5977,2.5994,2.5523,2.5891,26697,2.5988666666666664,2.601033333333333,2.595233333333333,2.6046666666666667,2.593066666666666,2.6068333333333333,2.5894333333333326
2008.12.23,00:00,2.589,2.6044,2.5763,2.5977,22000,2.5802666666666667,2.6082333333333336,2.5611333333333333,2.627366666666667,2.5331666666666663,2.655333333333334,2.514033333333333
2008.12.24,00:00,2.5973,2.6046,2.545,2.5675,14325,2.5928,2.6093,2.5812,2.6209000000000002,2.5646999999999998,2.6374000000000004,2.5530999999999997
2008.12.26,00:00,2.5539,2.5618,2.5209,2.5347,4260,2.5723666666666665,2.599733333333333,2.540133333333333,2.6319666666666666,2.5127666666666664,2.659333333333333,2.480533333333333
2008.12.28,00:00,2.5293,2.5451,2.5293,2.5446,267,2.5391333333333335,2.557366666666667,2.516466666666667,2.580033333333333,2.4982333333333337,2.5982666666666665,2.4755666666666674
2008.12.29,00:00,2.5449,2.5526,2.4902,2.4943,25597,2.5396666666666667,2.5500333333333334,2.5342333333333333,2.5554666666666668,2.5238666666666667,2.5658333333333334,2.5184333333333333
2008.12.30,00:00,2.494,2.5189,2.4845,2.5,22323,2.5123666666666664,2.5345333333333326,2.472133333333333,2.574766666666666,2.4499666666666666,2.5969333333333324,2.409733333333333
2008.12.31,00:00,2.4999,2.5524,2.4535,2.4809,20149,2.501133333333333,2.5177666666666663,2.4833666666666665,2.535533333333333,2.4667333333333334,2.552166666666666,2.4489666666666667
2009.01.02,00:00,2.4929,2.5406,2.4633,2.48,23692,2.4956,2.5377,2.4388,2.5945,2.3967,2.6366,2.3399
2009.01.04,00:00,2.4773,2.4773,2.4644,2.4683,429,2.4946333333333333,2.5259666666666667,2.4486666666666665,2.5719333333333334,2.417333333333333,2.603266666666667,2.3713666666666664
2009.01.05,00:00,2.4684,2.5034,2.4474,2.4911,34226,2.47,2.4756000000000005,2.4627000000000003,2.4829000000000003,2.4571,2.4885000000000006,2.4498
2009.01.06,00:00,2.491,2.519,2.4512,2.4923,36956,2.4806333333333335,2.513866666666667,2.457866666666667,2.5366333333333335,2.4246333333333334,2.569866666666667,2.401866666666667
2009.01.07,00:00,2.4921,2.5623,2.4783,2.5548,10175,2.4875000000000003,2.5238000000000005,2.4560000000000004,2.5553000000000003,2.4197,2.5916000000000006,2.3882000000000003
2009.01.08,00:00,2.5549,2.6004,2.5489,2.5619,18813,2.5318,2.5853,2.5013,2.6158,2.4478,2.6693000000000002,2.4173
2009.01.09,00:00,2.562,2.5906,2.549,2.5674,8038,2.5704,2.5918999999999994,2.5403999999999995,2.6218999999999997,2.5189,2.6433999999999993,2.4888999999999997
2009.01.11,00:00,2.5678,2.5728,2.5579,2.5579,333,2.569,2.589,2.5474,2.6106,2.5274,2.6306,2.5058000000000002
2009.01.12,00:00,2.5578,2.5872,2.5501,2.5811,18536,2.562866666666667,2.5678333333333336,2.5529333333333337,2.5777666666666668,2.547966666666667,2.5827333333333335,2.538033333333334
2009.01.13,00:00,2.581,2.652,2.5803,2.6172,20713,2.5728,2.5955,2.5584,2.6099,2.5357,2.6326,2.5212999999999997
2009.01.14,00:00,2.6176,2.7045,2.6087,2.6949,26178,2.6165000000000003,2.6527000000000007,2.5810000000000004,2.6882000000000006,2.5448,2.724400000000001,2.5093
2009.01.15,00:00,2.6948,2.7654,2.6776,2.7064,25795,2.669366666666667,2.730033333333334,2.634233333333334,2.765166666666667,2.573566666666667,2.825833333333334,2.5384333333333338
2009.01.16,00:00,2.7062,2.7406,2.692,2.694,8465,2.716466666666667,2.7553333333333336,2.6675333333333335,2.804266666666667,2.6286666666666667,2.8431333333333337,2.5797333333333334
2009.01.18,00:00,2.6945,2.6994,2.6915,2.6957,279,2.7088666666666668,2.7257333333333333,2.6771333333333334,2.7574666666666667,2.660266666666667,2.7743333333333333,2.6285333333333334
2009.01.19,00:00,2.6956,2.6971,2.6474,2.6834,17068,2.6955333333333336,2.699566666666667,2.6916666666666673,2.7034333333333334,2.6876333333333338,2.707466666666667,2.6837666666666675
2009.01.20,00:00,2.6838,2.6882,2.6108,2.6799,23552,2.675966666666666,2.704533333333332,2.6548333333333325,2.725666666666666,2.6262666666666665,2.7542333333333318,2.605133333333333
2009.01.21,00:00,2.6797,2.6807,2.6104,2.6247,9437,2.6596333333333333,2.708466666666667,2.6310666666666664,2.7370333333333337,2.582233333333333,2.785866666666667,2.553666666666666
2009.01.22,00:00,2.6246,2.6473,2.5982,2.6323,13049,2.6386,2.6668,2.5965,2.7089,2.5683,2.7371,2.5262
2009.01.23,00:00,2.6325,2.6374,2.5773,2.592,18102,2.6259333333333332,2.6536666666666666,2.6045666666666665,2.6750333333333334,2.576833333333333,2.7027666666666668,2.5554666666666663
2009.01.25,00:00,2.5903,2.5994,2.5875,2.5926,405,2.602233333333334,2.6271666666666675,2.5670666666666677,2.6623333333333337,2.542133333333334,2.6872666666666674,2.506966666666668
2009.01.26,00:00,2.5923,2.6615,2.5642,2.6475,21695,2.5931666666666664,2.598833333333333,2.5869333333333326,2.6050666666666666,2.581266666666666,2.610733333333333,2.5750333333333324
2009.01.27,00:00,2.6469,2.6851,2.6368,2.6792,20903,2.6244,2.6846,2.5873,2.7217000000000002,2.5271,2.7819000000000003,2.4899999999999998
2009.01.28,00:00,2.6797,2.7311,2.6642,2.7109,13225,2.667033333333333,2.697266666666666,2.648966666666666,2.7153333333333327,2.618733333333333,2.7455666666666656,2.6006666666666662
2009.01.29,00:00,2.7112,2.7907,2.7089,2.7831,9311,2.702066666666667,2.739933333333334,2.673033333333334,2.768966666666667,2.635166666666667,2.806833333333334,2.606133333333334
2009.01.30,00:00,2.7828,2.8541,2.7712,2.8518,12951,2.7609,2.8129,2.7310999999999996,2.8427000000000002,2.6790999999999996,2.8947000000000003,2.6492999999999993
2009.02.01,00:00,2.8485,2.8498,2.8389,2.8389,187,2.8257,2.8802,2.7973,2.9086,2.7428,2.9631,2.7144
2009.02.02,00:00,2.8392,2.8643,2.8121,2.8353,26195,2.842533333333334,2.8461666666666674,2.8352666666666675,2.8534333333333337,2.831633333333334,2.8570666666666673,2.8243666666666676
2009.02.03,00:00,2.8352,2.8389,2.7858,2.8088,27988,2.8372333333333337,2.8623666666666674,2.8101666666666674,2.8894333333333337,2.7850333333333337,2.9145666666666674,2.7579666666666673
2009.02.04,00:00,2.8089,2.8594,2.8025,2.8411,30398,2.811166666666667,2.8365333333333336,2.7834333333333334,2.864266666666667,2.7580666666666667,2.8896333333333337,2.7303333333333333
2009.02.05,00:00,2.8408,2.87,2.8154,2.8354,29466,2.8343333333333334,2.8661666666666665,2.809266666666667,2.891233333333333,2.7774333333333336,2.9230666666666663,2.752366666666667
2009.02.06,00:00,2.8353,2.8601,2.7617,2.7763,28211,2.8402666666666665,2.865133333333333,2.810533333333333,2.8948666666666667,2.7856666666666663,2.9197333333333333,2.7559333333333327
2009.02.08,00:00,2.7833,2.7935,2.7831,2.7934,347,2.7993666666666663,2.837033333333333,2.7386333333333326,2.8977666666666666,2.700966666666666,2.935433333333333,2.6402333333333323
2009.02.09,00:00,2.7935,2.8176,2.737,2.7674,21212,2.7900000000000005,2.796900000000001,2.786500000000001,2.8004000000000002,2.7796000000000007,2.8073000000000006,2.7761000000000013
2009.02.10,00:00,2.7671,2.7944,2.7267,2.7779,25310,2.7740000000000005,2.811000000000001,2.730400000000001,2.8546000000000005,2.6934000000000005,2.891600000000001,2.649800000000001
2009.02.11,00:00,2.778,2.7812,2.724,2.7322,21566,2.7663333333333333,2.8059666666666665,2.7382666666666666,2.834033333333333,2.6986333333333334,2.8736666666666664,2.6705666666666668
2009.02.12,00:00,2.7319,2.7549,2.7092,2.7341,48171,2.7458000000000005,2.7676000000000007,2.710400000000001,2.8030000000000004,2.6886000000000005,2.8248000000000006,2.653200000000001
2009.02.13,00:00,2.7343,2.767,2.7253,2.7464,38858,2.7327333333333335,2.756266666666667,2.710566666666667,2.7784333333333335,2.6870333333333334,2.801966666666667,2.6648666666666667
2009.02.15,00:00,2.7275,2.7354,2.7222,2.7288,496,2.746233333333333,2.7671666666666663,2.7254666666666663,2.787933333333333,2.704533333333333,2.8088666666666664,2.683766666666666
2009.02.16,00:00,2.7287,2.7622,2.7256,2.7568,23779,2.7287999999999997,2.7353999999999994,2.7221999999999995,2.7419999999999995,2.7156,2.7485999999999993,2.7089999999999996
2009.02.17,00:00,2.7567,2.8113,2.7422,2.7999,40880,2.7482,2.7708000000000004,2.7342000000000004,2.7848,2.7116000000000002,2.8074000000000003,2.6976000000000004
2009.02.18,00:00,2.8001,2.8051,2.7582,2.7867,38405,2.784466666666667,2.8267333333333338,2.7576333333333336,2.853566666666667,2.7153666666666667,2.895833333333334,2.6885333333333334
2009.02.19,00:00,2.7868,2.8092,2.776,2.8088,36576,2.783333333333333,2.8084666666666664,2.7615666666666665,2.830233333333333,2.7364333333333333,2.8553666666666664,2.7146666666666666
2009.02.20,00:00,2.8087,2.8348,2.796,2.8176,39882,2.798,2.8200000000000003,2.7868,2.8312000000000004,2.7647999999999997,2.8532000000000006,2.7535999999999996
2009.02.22,00:00,2.8235,2.8239,2.819,2.8235,310,2.816133333333333,2.8362666666666665,2.7974666666666663,2.8549333333333333,2.777333333333333,2.8750666666666667,2.758666666666666
2009.02.23,00:00,2.8234,2.8618,2.8047,2.8544,20283,2.8221333333333334,2.825266666666667,2.8203666666666667,2.8270333333333335,2.8172333333333333,2.830166666666667,2.8154666666666666
2009.02.24,00:00,2.8543,2.8634,2.8075,2.8209,20007,2.8403000000000005,2.875900000000001,2.818800000000001,2.8974000000000006,2.7832000000000003,2.933000000000001,2.7617000000000007
2009.02.25,00:00,2.8207,2.8355,2.776,2.7899,19900,2.8306,2.8537,2.7978,2.8865,2.7747,2.9095999999999997,2.7419000000000002
2009.02.26,00:00,2.7898,2.8193,2.7794,2.817,28649,2.8004666666666664,2.824933333333333,2.7654333333333327,2.8599666666666668,2.740966666666666,2.8844333333333334,2.7059333333333324
2009.02.27,00:00,2.8169,2.8568,2.8103,2.8568,18268,2.8052333333333337,2.8310666666666675,2.7911666666666672,2.845133333333334,2.7653333333333334,2.8709666666666678,2.751266666666667
2009.03.01,00:00,2.8611,2.87,2.8574,2.8699,322,2.8413,2.8723,2.8258,2.8878,2.7948,2.9188,2.7793
2009.03.02,00:00,2.8698,2.8908,2.8309,2.8481,19638,2.865766666666667,2.874133333333334,2.861533333333334,2.878366666666667,2.853166666666667,2.886733333333334,2.848933333333334
2009.03.03,00:00,2.8482,2.8506,2.811,2.8367,19515,2.8566000000000003,2.8823000000000003,2.8224000000000005,2.9165,2.7967000000000004,2.9422,2.7625000000000006
2009.03.04,00:00,2.8368,2.8565,2.7868,2.8092,18341,2.8327666666666667,2.8545333333333334,2.8149333333333333,2.8723666666666667,2.7931666666666666,2.8941333333333334,2.775333333333333
2009.03.05,00:00,2.8091,2.8393,2.7985,2.8364,17933,2.8175000000000003,2.8482000000000007,2.7785000000000006,2.8872000000000004,2.7478000000000002,2.917900000000001,2.7088000000000005
2009.03.06,00:00,2.8365,2.8433,2.7929,2.8025,16607,2.824733333333333,2.850966666666666,2.810166666666666,2.865533333333333,2.783933333333333,2.891766666666666,2.769366666666666
2009.03.08,00:00,2.7968,2.809,2.7963,2.8027,454,2.8129000000000004,2.832900000000001,2.7825000000000006,2.8633000000000006,2.7625,2.883300000000001,2.7321000000000004
2009.03.09,00:00,2.8028,2.812,2.7701,2.7935,18006,2.8026666666666666,2.8090333333333333,2.796333333333333,2.815366666666667,2.7899666666666665,2.8217333333333334,2.783633333333333
2009.03.10,00:00,2.7936,2.7952,2.7208,2.7224,18110,2.791866666666666,2.8136333333333323,2.7717333333333323,2.833766666666666,2.749966666666666,2.8555333333333324,2.7298333333333322
2009.03.11,00:00,2.7223,2.7483,2.6953,2.7035,19705,2.7461333333333333,2.7714666666666665,2.6970666666666667,2.820533333333333,2.6717333333333335,2.8458666666666663,2.622666666666667
2009.03.12,00:00,2.7036,2.72,2.6644,2.6804,19588,2.7157,2.7361,2.6831,2.7687,2.6627,2.7891,2.6301
2009.03.13,00:00,2.6803,2.6863,2.6557,2.6646,15347,2.688266666666667,2.7121333333333335,2.6565333333333334,2.743866666666667,2.6326666666666667,2.7677333333333336,2.6009333333333333
2009.03.15,00:00,2.6698,2.672,2.6629,2.6695,802,2.6688666666666667,2.6820333333333335,2.6514333333333333,2.699466666666667,2.6382666666666665,2.7126333333333337,2.620833333333333
2009.03.16,00:00,2.6696,2.6823,2.6371,2.6568,17770,2.6681333333333335,2.673366666666667,2.664266666666667,2.6772333333333336,2.6590333333333334,2.682466666666667,2.6551666666666667
2009.03.17,00:00,2.6567,2.664,2.6287,2.6446,23692,2.6587333333333336,2.680366666666667,2.635166666666667,2.7039333333333335,2.6135333333333337,2.725566666666667,2.589966666666667
2009.03.18,00:00,2.6445,2.6608,2.6013,2.62,17518,2.645766666666667,2.662833333333334,2.6275333333333335,2.681066666666667,2.6104666666666665,2.698133333333334,2.592233333333333
